Gene_Name,Fold Change,log2FC,abslog2FC
TTK,21.137882490437736,4.401758955356571,4.401758955356571
SUSD2,0.04746284310630056,-4.397057666729008,4.397057666729008
KIAA1549L,21.04294339622641,4.39526461159646,4.39526461159646
FIGF,0.04759502122466361,-4.393045524438209,4.393045524438209
TOP2A,20.939143683298166,4.3881305386307705,4.3881305386307705
SFTPA1,0.04809268231974447,-4.3780387964894665,4.3780387964894665
COL22A1,20.717532225616576,4.372780261140767,4.372780261140767
NEK2,20.621832085518683,4.366100605249922,4.366100605249922
CENPF,20.462854730987917,4.354935521443908,4.354935521443908
LY6K,20.418271166206253,4.351788811958609,4.351788811958609
KCNG1,20.05322195704057,4.325762148425533,4.325762148425533
CYP4F3,19.94218492217201,4.3177515790314605,4.3177515790314605
EEF1A2,19.91729244889445,4.31594963606631,4.31594963606631
CDC45,19.895927748284343,4.314401268442378,4.314401268442378
FERMT1,19.843197232007423,4.310572593350912,4.310572593350912
IL1RL1,0.05045974288690108,-4.308723334565105,4.308723334565105
BIRC5,19.770345677222988,4.305266191167203,4.305266191167203
KIAA0408,0.050710939125543295,-4.301559197578451,4.301559197578451
BARX2,19.60936725005314,4.293471078661262,4.293471078661262
KIF14,19.55853416373319,4.289726344832047,4.289726344832047
PPAPDC1A,19.39073266535734,4.277295410591385,4.277295410591385
FGF11,19.130390802106202,4.257794440735617,4.257794440735617
NUF2,18.98935021713544,4.24711863467941,4.24711863467941
CDCA8,18.95211418924104,4.244286891051523,4.244286891051523
SOX21,18.894382518485827,4.239885465981941,4.239885465981941
DLGAP5,18.85449808823822,4.236836840951796,4.236836840951796
HJURP,18.753061243493406,4.229054214779513,4.229054214779513
RHOV,18.646104904346814,4.2208023837013675,4.2208023837013675
KIF4A,18.5690372093645,4.214827109445334,4.214827109445334
CACNA2D2,0.05413564730505736,-4.207277295274172,4.207277295274172
TNXB,0.05431000315479874,-4.202638242708296,4.202638242708296
KIF2C,18.411804877426114,4.202559153410086,4.202559153410086
ANLN,18.297249847777564,4.193554916668061,4.193554916668061
ASPM,18.27222535398084,4.191580443775719,4.191580443775719
GPD1,0.05474234500960481,-4.191198952710426,4.191198952710426
UPK3B,0.05481158862671476,-4.189375240261141,4.189375240261141
POLQ,18.219400162118347,4.18740355691522,4.18740355691522
E2F7,18.146246470416408,4.181599254208049,4.181599254208049
IGSF11,18.079725925532486,4.176300902680722,4.176300902680722
CDCA3,17.962996244053738,4.1669561078787405,4.1669561078787405
TICRR,17.917829202910443,4.163323956172308,4.163323956172308
SCN7A,0.05631751262858409,-4.1502725737976025,4.1502725737976025
SERPINB2,17.74673969215804,4.149482101927892,4.149482101927892
SFTPA2,0.05669448332661673,-4.140647829643202,4.140647829643202
ALG1L,17.626049957818285,4.139637294175838,4.139637294175838
OGN,0.057302160785930145,-4.125266647714542,4.125266647714542
F12,17.439341827115353,4.124273687715808,4.124273687715808
CCNB2,17.30574551683819,4.11317918780812,4.11317918780812
TRIM29,17.305373787062283,4.113148198188885,4.113148198188885
